snapped_at,price,market_cap,total_volume
2020-12-17 00:00:00 UTC,0.12090320886073201,148533348.89953634,99100231.87818454
2020-12-18 00:00:00 UTC,0.12090320886073201,148533348.89953634,99100231.87818454
2020-12-19 00:00:00 UTC,0.26126895319207416,316635793.9194058,1187285985.1160254
2020-12-20 00:00:00 UTC,0.4826978020454193,582798809.899085,2873036070.0097394
2020-12-21 00:00:00 UTC,0.7497980849352759,901632901.026967,3232031697.552304
2020-12-22 00:00:00 UTC,0.4802369987178718,577508741.1402067,1574338838.171103
2020-12-23 00:00:00 UTC,0.5342998925509658,654517068.0983934,1544176097.8442385
2020-12-24 00:00:00 UTC,0.40856502625166335,516332242.92339766,893506967.4326954
2020-12-25 00:00:00 UTC,0.41261777614343237,501062453.30416423,601857032.8247623
2020-12-26 00:00:00 UTC,0.35733915084569456,444295979.4638916,346732128.8827368
2020-12-27 00:00:00 UTC,0.48311384419010417,587413059.5586258,713404684.7116833
2020-12-28 00:00:00 UTC,0.39631375676322217,483938259.6802182,604972693.8725318
2020-12-29 00:00:00 UTC,0.38201806342754874,471107660.7265802,402796608.965864
2020-12-30 00:00:00 UTC,0.37112752703574076,446226899.1669494,255307479.9184739
2020-12-31 00:00:00 UTC,0.3748375647176249,461509269.9330805,246013107.50424957
2021-01-01 00:00:00 UTC,0.35083089348560426,429990212.63158315,136629996.2604435
2021-01-02 00:00:00 UTC,0.3625663593229014,443664944.1979385,178326296.517867
2021-01-03 00:00:00 UTC,0.327937277427722,399666458.1085417,147592252.43533462
2021-01-04 00:00:00 UTC,0.2971985411880418,369799836.48396796,233276108.89838794
2021-01-05 00:00:00 UTC,0.30086466104266046,368971702.87880087,222891755.03301105
2021-01-06 00:00:00 UTC,0.3343369927062414,409181587.03700656,234111131.97481382
2021-01-07 00:00:00 UTC,0.3708021325870961,459045307.95562315,382565726.2084338
2021-01-08 00:00:00 UTC,0.34747863219571423,424344646.29718494,306238131.503078
2021-01-09 00:00:00 UTC,0.32967384846232506,403865136.5683111,210631548.70215693
2021-01-10 00:00:00 UTC,0.35031799216508624,432094381.74239373,185079997.35675043
2021-01-11 00:00:00 UTC,0.32805884136802416,400968791.67887783,189234198.4855477
2021-01-12 00:00:00 UTC,0.2901849562044731,354423042.43226254,184921245.87681353
2021-01-13 00:00:00 UTC,0.2763008107431417,338041139.2607624,91697826.92143722
2021-01-14 00:00:00 UTC,0.32666802645539833,399420524.5758694,161164098.27346185
2021-01-15 00:00:00 UTC,0.3337795884479543,407302298.68955016,175630396.7636033
